@relation 'dataset-weka.filters.unsupervised.attribute.AddValues-C10-L3,4,5'

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5}
@attribute outputs-2 {0,1,2}
@attribute outputs-3 {0,1,2}

@data
232,'2024/12/09 20:06:39:643',5,-0.003654,-0.001569,0.001589,0.011599,0.746806,2.676894,5,?,?
233,'2024/12/09 20:06:39:821',5,-0.007462,-0.002995,-0.001447,0.012127,0.75005,2.673956,5,?,?
234,'2024/12/09 20:06:40:052',5,-0.006885,-0.002144,-0.013341,0.012414,0.75131,2.673253,5,?,?
235,'2024/12/09 20:06:40:258',5,-0.008817,-0.0001,0.004363,0.013191,0.752523,2.672166,5,?,?
236,'2024/12/09 20:06:40:462',5,-0.002328,0.001938,0.009853,0.014267,0.752824,2.671857,5,?,?
237,'2024/12/09 20:06:40:665',5,-0.003583,-0.000037,0.008862,0.013193,0.75246,2.671286,5,?,?
238,'2024/12/09 20:06:40:877',5,-0.004625,-0.000703,-0.008411,0.012282,0.749117,2.673058,5,?,?
239,'2024/12/09 20:06:41:077',5,-0.004553,-0.002993,0.014234,0.013975,0.749539,2.672817,5,?,?
240,'2024/12/09 20:06:41:275',5,-0.001824,-0.001613,0.00574,0.014058,0.748814,2.673514,5,?,?
241,'2024/12/09 20:06:41:487',5,-0.004723,0.002451,0.003862,0.013758,0.744754,2.674479,5,?,?
242,'2024/12/09 20:06:41:691',5,-0.01077,-0.006587,0.007441,0.014196,0.74595,2.674974,5,?,?
243,'2024/12/09 20:06:41:891',5,-0.010613,0.002297,0.005156,0.013681,0.746582,2.672701,5,?,?
244,'2024/12/09 20:06:42:094',5,0.002484,0.000197,0.007414,0.015746,0.749017,2.671813,5,?,?
245,'2024/12/09 20:06:42:306',5,0.004123,-0.00208,0.01856,0.015056,0.749624,2.671981,5,?,?
246,'2024/12/09 20:06:42:494',5,-0.004511,0.00038,0.005121,0.01277,0.749987,2.674159,5,?,?
247,'2024/12/09 20:06:42:622',5,0.002711,0.001444,0.014293,0.012171,0.749411,2.675734,5,?,?
248,'2024/12/09 20:06:42:922',5,-0.006918,-0.001818,0.019726,0.012632,0.749292,2.675563,5,?,?
249,'2024/12/09 20:06:43:021',5,0.000729,0.001038,-0.003334,0.012345,0.746496,2.676466,5,?,?
250,'2024/12/09 20:06:43:316',5,-0.005195,0.001113,0.006492,0.012329,0.745172,2.675577,5,?,?
251,'2024/12/09 20:06:43:432',5,-0.00132,-0.00094,0.009514,0.012549,0.744739,2.676507,5,?,?
252,'2024/12/09 20:06:43:637',5,-0.013189,0.004116,0.006245,0.012524,0.745172,2.678575,5,?,?
253,'2024/12/09 20:06:53:869',6,-0.019027,0.00103,0.023412,0.064582,-0.041771,2.721141,?,1,?
254,'2024/12/09 20:06:54:022',6,0.016151,-0.001701,-0.000023,0.063574,-0.041807,2.72032,?,1,?
255,'2024/12/09 20:06:54:222',6,-0.007856,0.000223,0.014924,0.06359,-0.042291,2.721233,?,1,?
256,'2024/12/09 20:06:54:477',6,-0.003989,0.000079,0.014928,0.0621,-0.042615,2.719414,?,1,?
257,'2024/12/09 20:06:54:697',6,-0.011761,0.003386,0.003258,0.060476,-0.041259,2.718773,?,1,?
258,'2024/12/09 20:06:54:900',6,-0.012841,0.001928,0.006038,0.061445,-0.040117,2.71837,?,1,?
259,'2024/12/09 20:06:55:026',6,-0.007125,-0.002647,0.01136,0.062564,-0.040374,2.717827,?,1,?
260,'2024/12/09 20:06:55:222',6,0.000921,0.00223,0.003419,0.065555,-0.039177,2.715383,?,1,?
261,'2024/12/09 20:06:55:424',6,-0.014439,-0.00311,0.012937,0.069288,-0.037081,2.716667,?,1,?
262,'2024/12/09 20:06:55:708',6,-0.003059,0.001766,0.006057,0.066497,-0.038402,2.715121,?,1,?
263,'2024/12/09 20:06:55:926',6,0.000161,0.001544,0.011032,0.068538,-0.041438,2.713919,?,1,?
264,'2024/12/09 20:06:56:020',6,-0.0009,-0.005031,0.008495,0.067683,-0.041106,2.715978,?,1,?
265,'2024/12/09 20:06:56:220',6,0.022863,-0.003377,0.000965,0.065395,-0.0335,2.717505,?,1,?
266,'2024/12/09 20:06:56:432',6,-0.002757,-0.000017,0.00954,0.066132,-0.035214,2.717058,?,1,?
267,'2024/12/09 20:06:56:650',6,-0.008235,-0.000903,0.010318,0.066697,-0.036731,2.716489,?,1,?
268,'2024/12/09 20:06:56:848',6,0.009278,0.006612,-0.021317,0.065007,-0.033923,2.717452,?,1,?
269,'2024/12/09 20:06:57:022',6,0.005286,-0.004117,0.007261,0.067422,-0.03551,2.713039,?,1,?
270,'2024/12/09 20:06:57:260',6,-0.004117,-0.000911,-0.001927,0.065558,-0.036053,2.710927,?,1,?
271,'2024/12/09 20:06:57:441',6,-0.00061,0.008098,-0.01133,0.06402,-0.036383,2.708546,?,1,?
272,'2024/12/09 20:06:57:662',6,-0.001216,-0.004533,0.017788,0.065001,-0.038655,2.709273,?,1,?
273,'2024/12/09 20:06:57:872',6,-0.004971,-0.000529,-0.008374,0.064595,-0.035898,2.708216,?,1,?
274,'2024/12/09 20:06:58:083',6,0.000442,-0.001013,0.01437,0.065149,-0.034626,2.707963,?,1,?
275,'2024/12/09 20:06:58:281',6,0.000657,-0.004131,0.001183,0.065725,-0.035408,2.707694,?,1,?
276,'2024/12/09 20:06:58:487',6,0.004256,0.00369,-0.001988,0.065841,-0.036799,2.707805,?,1,?
277,'2024/12/09 20:06:58:621',6,-0.003273,-0.002063,0.000685,0.065733,-0.037344,2.707331,?,1,?
278,'2024/12/09 20:06:58:885',6,-0.008174,0.001684,0.016303,0.066247,-0.037434,2.708121,?,1,?
279,'2024/12/09 20:06:59:100',6,0.003422,-0.0018,-0.001765,0.066303,-0.034832,2.709042,?,1,?
280,'2024/12/09 20:06:59:295',6,0.001198,-0.000367,0.002677,0.06578,-0.03539,2.708198,?,1,?
281,'2024/12/09 20:06:59:593',6,-0.002374,-0.002248,0.002281,0.066481,-0.036992,2.708446,?,1,?
282,'2024/12/09 20:06:59:623',6,0.003148,-0.002941,-0.00868,0.066413,-0.036424,2.705802,?,1,?
283,'2024/12/09 20:06:59:900',6,-0.00668,-0.000021,0.009197,0.066296,-0.03682,2.704524,?,1,?
284,'2024/12/09 20:07:00:118',6,0.002432,-0.001311,0.002763,0.067007,-0.036197,2.701935,?,1,?
285,'2024/12/09 20:07:00:332',6,-0.001455,0.002114,-0.002608,0.066632,-0.036475,2.701241,?,1,?
286,'2024/12/09 20:07:00:420',6,0.002291,-0.003119,-0.001596,0.066449,-0.035397,2.700355,?,1,?
287,'2024/12/09 20:07:00:622',6,0.004372,0.004033,0.017233,0.064702,-0.035627,2.699039,?,1,?
288,'2024/12/09 20:07:00:841',6,-0.002219,0.002691,-0.003037,0.065635,-0.035815,2.698894,?,1,?
289,'2024/12/09 20:07:01:044',6,-0.001084,-0.000215,-0.004923,0.066056,-0.034842,2.699099,?,1,?
290,'2024/12/09 20:07:01:222',6,0.002746,-0.001081,0.00802,0.067237,-0.034677,2.698492,?,1,?
291,'2024/12/09 20:07:01:423',6,-0.001003,-0.004446,0.005104,0.066786,-0.036027,2.69943,?,1,?
292,'2024/12/09 20:07:01:660',6,-0.001252,-0.006983,0.011354,0.06724,-0.037017,2.700012,?,1,?
293,'2024/12/09 20:07:01:855',6,0.003213,-0.000919,0.000652,0.067385,-0.036507,2.698234,?,1,?
294,'2024/12/09 20:07:02:069',6,-0.002681,-0.001818,0.01097,0.067692,-0.03453,2.696389,?,1,?
295,'2024/12/09 20:07:02:279',6,-0.002853,-0.000481,0.000721,0.0679,-0.033991,2.69594,?,1,?
296,'2024/12/09 20:07:02:475',6,0.003332,-0.001162,0.006516,0.067891,-0.033169,2.694939,?,1,?
297,'2024/12/09 20:07:02:686',6,-0.000521,0.003888,0.008698,0.069266,-0.031695,2.694446,?,1,?
298,'2024/12/09 20:07:02:889',6,0.000209,-0.005061,0.015033,0.069427,-0.032673,2.695221,?,1,?
299,'2024/12/09 20:07:03:080',6,-0.000988,-0.002119,0.00377,0.069746,-0.033463,2.694919,?,1,?
300,'2024/12/09 20:07:03:300',6,-0.00357,-0.000662,0.015453,0.070671,-0.033967,2.695529,?,1,?
301,'2024/12/09 20:07:03:482',6,-0.010156,0.00174,-0.003647,0.071457,-0.03353,2.697112,?,1,?
302,'2024/12/09 20:07:03:702',6,-0.001679,-0.000719,0.010065,0.072067,-0.032392,2.696852,?,1,?
303,'2024/12/09 20:07:03:914',6,-0.000807,-0.00037,0.006314,0.072784,-0.033498,2.69726,?,1,?
304,'2024/12/09 20:07:16:289',7,-0.825533,0.721249,-0.415656,0.028534,-0.004776,2.949888,?,2,?
305,'2024/12/09 20:07:16:508',7,-0.95266,0.792718,-0.38959,0.041646,0.008499,2.970266,?,2,?
306,'2024/12/09 20:07:16:708',7,-1.019635,0.777047,-0.419945,0.049849,0.008049,2.962627,?,2,?
307,'2024/12/09 20:07:16:910',7,-0.812095,0.685071,-0.342727,0.068517,0.014798,2.934989,?,2,?
308,'2024/12/09 20:07:17:124',7,-1.100232,0.720649,-0.362397,0.074799,0.037449,2.930293,?,2,?
309,'2024/12/09 20:07:17:221',7,-0.847295,0.665461,-0.32489,0.100629,0.015112,2.908184,?,2,?
310,'2024/12/09 20:07:17:431',7,-0.581351,0.448533,-0.184835,0.101647,0.019241,2.890538,?,2,?
311,'2024/12/09 20:07:17:620',7,-0.825703,0.538222,-0.207019,0.125865,0.016416,2.908139,?,2,?
312,'2024/12/09 20:07:17:842',7,-0.693515,0.504076,-0.213056,0.130853,0.034006,2.896175,?,2,?
313,'2024/12/09 20:07:18:045',7,-0.689512,0.54289,-0.27436,0.131557,0.042308,2.908846,?,2,?
314,'2024/12/09 20:07:18:220',7,-0.798762,0.553685,-0.314247,0.113437,0.036876,2.91395,?,2,?
315,'2024/12/09 20:07:18:455',7,-0.807038,0.577342,-0.231925,0.087938,-0.002327,2.888511,?,2,?
316,'2024/12/09 20:07:18:659',7,-0.819017,0.57172,-0.282793,0.09147,0.026636,2.886868,?,2,?
317,'2024/12/09 20:07:18:863',7,-0.822536,0.575561,-0.20606,0.133714,0.021013,2.888363,?,2,?
318,'2024/12/09 20:07:19:054',7,-0.885672,0.652685,-0.292051,0.125225,0.009034,2.891902,?,2,?
319,'2024/12/09 20:07:19:275',7,-1.011891,0.705185,-0.297212,0.10743,0.011469,2.88645,?,2,?
320,'2024/12/09 20:07:19:478',7,-0.968307,0.643931,-0.2138,0.109697,0.007246,2.86893,?,2,?
321,'2024/12/09 20:07:19:684',7,-0.851678,0.652162,-0.29529,0.096387,-0.005403,2.866974,?,2,?
322,'2024/12/09 20:07:19:877',7,-0.430549,0.455807,-0.103187,0.091984,-0.019517,2.860636,?,2,?
323,'2024/12/09 20:07:20:093',7,0.175757,0.10952,0.091991,0.097498,-0.000681,2.826044,?,2,?
324,'2024/12/09 20:07:20:293',7,0.495996,-0.262715,0.300714,0.096382,-0.006095,2.810797,?,2,?
325,'2024/12/09 20:07:20:496',7,0.774504,-0.49916,0.334855,0.10496,0.002779,2.785588,?,2,?
326,'2024/12/09 20:07:20:707',7,0.937454,-0.592288,0.257366,0.08134,-0.014208,2.77119,?,2,?
327,'2024/12/09 20:07:20:914',7,0.826773,-0.553177,0.262506,0.095098,0.013881,2.778913,?,2,?
328,'2024/12/09 20:07:21:110',7,0.924343,-0.578169,0.184953,0.096266,0.015135,2.777698,?,2,?
329,'2024/12/09 20:07:21:325',7,0.790323,-0.465494,0.028616,0.102096,0.032929,2.783985,?,2,?
330,'2024/12/09 20:07:21:420',7,0.011963,0.026006,-0.032511,0.081654,-0.002864,2.850192,?,2,?
331,'2024/12/09 20:07:21:725',7,-0.365025,0.28247,-0.030587,0.08197,0.008793,2.865955,?,2,?
332,'2024/12/09 20:07:21:821',7,-0.351258,0.293872,-0.178344,0.06048,-0.00194,2.857727,?,2,?
333,'2024/12/09 20:07:22:042',7,-0.456724,0.355947,-0.068611,0.060574,-0.006331,2.861403,?,2,?
334,'2024/12/09 20:07:22:250',7,-0.80046,0.551968,-0.198861,0.070535,-0.004284,2.895509,?,2,?
335,'2024/12/09 20:07:22:421',7,-0.808684,0.564057,-0.204709,0.075955,-0.016483,2.896081,?,2,?
336,'2024/12/09 20:07:22:652',7,-0.894595,0.643,-0.214155,0.065731,-0.008485,2.907666,?,2,?
337,'2024/12/09 20:07:22:828',7,-0.780697,0.575821,-0.16328,0.079046,-0.008039,2.883363,?,2,?
338,'2024/12/09 20:07:23:064',7,-0.589449,0.540153,-0.149209,0.069659,-0.01427,2.886073,?,2,?
339,'2024/12/09 20:07:23:266',7,0.566735,-0.244883,0.237333,0.11069,0.00799,2.7921,?,2,?
340,'2024/12/09 20:07:23:474',7,1.007993,-0.546746,0.1128,0.121936,0.023464,2.716929,?,2,?
341,'2024/12/09 20:07:23:675',7,0.450819,-0.263478,-0.001288,0.086667,0.008625,2.749494,?,2,?
342,'2024/12/09 20:07:23:880',7,-0.490361,0.294059,-0.059752,0.073682,-0.001525,2.836386,?,2,?
343,'2024/12/09 20:07:24:075',7,-0.837288,0.604043,-0.274661,0.056741,0.004654,2.879548,?,2,?
344,'2024/12/09 20:07:24:291',7,-0.910203,0.648576,-0.2354,0.051644,-0.005026,2.897653,?,2,?
345,'2024/12/09 20:07:24:495',7,-0.542453,0.523071,-0.109796,0.054425,-0.008875,2.894388,?,2,?
346,'2024/12/09 20:07:24:695',7,0.091806,0.071098,0.102053,0.07099,0.004978,2.861912,?,2,?
347,'2024/12/09 20:07:24:908',7,0.549603,-0.285717,0.266563,0.095011,0.019931,2.819269,?,2,?
348,'2024/12/09 20:07:25:083',7,0.830855,-0.537335,0.293287,0.090948,0.030451,2.790881,?,2,?
349,'2024/12/09 20:07:25:305',7,1.109489,-0.699314,0.278156,0.109913,0.038504,2.773329,?,2,?
350,'2024/12/09 20:07:25:525',7,0.698133,-0.497142,0.13058,0.069182,0.011781,2.806894,?,2,?
351,'2024/12/09 20:07:25:622',7,0.391292,-0.193889,0.138915,0.101174,0.039524,2.814774,?,2,?
352,'2024/12/09 20:07:25:924',7,-0.29105,0.183488,-0.000456,0.06505,0.023631,2.849129,?,2,?
353,'2024/12/09 20:07:26:023',7,-0.80418,0.530771,-0.127963,0.043908,0.007832,2.885192,?,2,?
354,'2024/12/09 20:07:26:235',7,-0.710809,0.533481,-0.100622,0.034785,-0.009106,2.903433,?,2,?
355,'2024/12/09 20:07:36:066',8,-0.007243,-0.001378,0.008581,0.059158,-0.017507,2.74085,?,?,1
356,'2024/12/09 20:07:36:068',8,0.000254,-0.000571,-0.002955,0.059217,-0.015418,2.740614,?,?,1
357,'2024/12/09 20:07:36:271',8,-0.013017,0.010536,0.00179,0.058421,-0.016462,2.742229,?,?,1
358,'2024/12/09 20:07:36:579',8,0.015173,-0.000132,0.005198,0.061339,-0.014728,2.741558,?,?,1
359,'2024/12/09 20:07:36:619',8,-0.000252,0.002646,0.008466,0.059642,-0.017159,2.74484,?,?,1
360,'2024/12/09 20:07:36:887',8,0.01594,0.000501,0.002167,0.057524,-0.022525,2.74192,?,?,1
361,'2024/12/09 20:07:37:079',8,-0.013614,-0.002448,0.017232,0.05914,-0.022178,2.742399,?,?,1
362,'2024/12/09 20:07:37:300',8,0.007214,-0.005087,0.0059,0.058316,-0.024057,2.740737,?,?,1
363,'2024/12/09 20:07:37:519',8,-0.003303,0.000078,0.016945,0.060509,-0.023828,2.738675,?,?,1
364,'2024/12/09 20:07:37:705',8,-0.004377,-0.001909,0.007536,0.060949,-0.023104,2.737293,?,?,1
365,'2024/12/09 20:07:37:897',8,0.007706,-0.006384,0.008135,0.061526,-0.022704,2.73661,?,?,1
366,'2024/12/09 20:07:38:117',8,-0.014595,-0.000766,0.01149,0.062461,-0.022942,2.736069,?,?,1
367,'2024/12/09 20:07:38:314',8,0.000777,-0.00071,0.00678,0.06186,-0.023683,2.733603,?,?,1
368,'2024/12/09 20:07:38:568',8,-0.016081,0.003967,-0.000342,0.060905,-0.025274,2.734788,?,?,1
369,'2024/12/09 20:07:38:624',8,0.004395,0.002881,-0.007151,0.059541,-0.024445,2.733856,?,?,1
370,'2024/12/09 20:07:38:830',8,0.001774,0.002639,0.006878,0.059467,-0.024357,2.733936,?,?,1
371,'2024/12/09 20:07:39:128',8,0.01385,-0.000376,0.002687,0.060712,-0.024227,2.734969,?,?,1
372,'2024/12/09 20:07:39:218',8,0.009603,0.001244,0.004055,0.060975,-0.022418,2.734346,?,?,1
373,'2024/12/09 20:07:39:617',8,0.001766,0.000783,0.017394,0.060681,-0.023081,2.734975,?,?,1
374,'2024/12/09 20:07:39:644',8,0.004101,0.001985,0.004746,0.059898,-0.021704,2.734793,?,?,1
375,'2024/12/09 20:07:39:855',8,-0.008878,0.002991,-0.008684,0.059117,-0.021848,2.735067,?,?,1
376,'2024/12/09 20:07:40:167',8,-0.004101,-0.004337,0.001774,0.059205,-0.022063,2.734764,?,?,1
377,'2024/12/09 20:07:40:220',8,-0.004914,0.001632,0.017198,0.060216,-0.021509,2.734729,?,?,1
378,'2024/12/09 20:07:40:469',8,0.000808,0.000354,-0.000029,0.058998,-0.021324,2.733643,?,?,1
379,'2024/12/09 20:07:40:678',8,-0.010546,-0.001193,0.027615,0.058731,-0.020129,2.732216,?,?,1
380,'2024/12/09 20:07:40:873',8,-0.003658,0.006317,0.011322,0.058688,-0.02006,2.730594,?,?,1
381,'2024/12/09 20:07:41:085',8,-0.00209,0.000366,0.009646,0.059544,-0.018895,2.7301,?,?,1
382,'2024/12/09 20:07:41:288',8,0.008638,0.003682,0.000082,0.05935,-0.018544,2.730006,?,?,1
383,'2024/12/09 20:07:41:484',8,-0.003033,0.003503,0.004232,0.059018,-0.018776,2.729818,?,?,1
384,'2024/12/09 20:07:41:717',8,-0.007206,-0.003601,0.013234,0.061028,-0.017241,2.730972,?,?,1
385,'2024/12/09 20:07:41:891',8,0.006556,-0.000474,0.017451,0.060476,-0.016169,2.729717,?,?,1
386,'2024/12/09 20:07:42:103',8,0.003482,-0.000445,-0.0015,0.059289,-0.016528,2.729197,?,?,1
387,'2024/12/09 20:07:42:316',8,-0.004565,-0.000914,0.009395,0.060081,-0.015712,2.730524,?,?,1
388,'2024/12/09 20:07:42:517',8,-0.000384,-0.00124,0.000053,0.059632,-0.015696,2.73052,?,?,1
389,'2024/12/09 20:07:42:714',8,-0.003085,0.003435,-0.000295,0.059485,-0.016017,2.730304,?,?,1
390,'2024/12/09 20:07:42:928',8,0.004334,0.008137,-0.001303,0.057883,-0.016249,2.731477,?,?,1
391,'2024/12/09 20:07:43:019',8,0.00629,0.000885,0.00613,0.057588,-0.015289,2.731918,?,?,1
392,'2024/12/09 20:07:43:332',8,0.000154,0.000349,0.007963,0.057693,-0.015714,2.731682,?,?,1
393,'2024/12/09 20:07:43:418',8,0.005092,-0.000719,-0.005514,0.05673,-0.015586,2.729894,?,?,1
394,'2024/12/09 20:07:43:629',8,-0.010133,0.002643,-0.035585,0.053786,-0.016854,2.728762,?,?,1
395,'2024/12/09 20:07:43:850',8,0.00576,-0.003127,-0.016274,0.05522,-0.015274,2.726981,?,?,1
396,'2024/12/09 20:07:44:022',8,0.001138,-0.003264,0.012485,0.055709,-0.013687,2.727697,?,?,1
397,'2024/12/09 20:07:44:259',8,0.004955,-0.001609,0.021272,0.055457,-0.012588,2.72925,?,?,1
398,'2024/12/09 20:07:44:420',8,0.001453,0.00029,0.000665,0.054638,-0.013069,2.729553,?,?,1
399,'2024/12/09 20:07:44:667',8,0.008282,0.00456,-0.003304,0.053169,-0.012283,2.730621,?,?,1
400,'2024/12/09 20:07:44:874',8,-0.010433,0.002357,0.011082,0.052904,-0.012443,2.730815,?,?,1
401,'2024/12/09 20:07:45:079',8,-0.007034,0.010944,0.000016,0.051066,-0.011781,2.729982,?,?,1
402,'2024/12/09 20:07:45:287',8,0.00456,-0.002895,0.014183,0.052778,-0.011381,2.72881,?,?,1
403,'2024/12/09 20:07:45:484',8,-0.002529,0.001795,-0.00667,0.051501,-0.012686,2.729433,?,?,1
404,'2024/12/09 20:07:45:698',8,-0.000104,-0.000607,0.005605,0.052258,-0.012639,2.728966,?,?,1
405,'2024/12/09 20:07:45:913',8,0.007793,0.015126,-0.013788,0.052107,-0.011975,2.729222,?,?,1
406,'2024/12/09 20:07:46:102',8,-0.002988,-0.002698,0.016019,0.052838,-0.011983,2.729858,?,?,1
407,'2024/12/09 20:07:46:294',8,0.01156,-0.006174,0.000581,0.053819,-0.012418,2.729993,?,?,1
408,'2024/12/09 20:07:46:511',8,-0.002514,-0.00005,-0.000849,0.053931,-0.012779,2.731135,?,?,1
409,'2024/12/09 20:08:11:221',9,2.897846,-3.403468,-3.58695,0.365332,0.655793,-2.510404,?,?,2
410,'2024/12/09 20:08:11:419',9,-0.444321,5.153712,1.2535,0.505331,-1.567555,-0.404745,?,?,2
411,'2024/12/09 20:08:11:621',9,6.54828,-0.383205,-2.837863,0.456133,0.956545,-2.76988,?,?,2
412,'2024/12/09 20:08:11:826',9,2.508999,5.498743,-0.124341,0.857539,-1.341073,-0.54519,?,?,2
413,'2024/12/09 20:08:12:046',9,2.985492,4.043885,-0.587159,0.987565,0.716987,-2.599616,?,?,2
414,'2024/12/09 20:08:12:222',9,5.04255,2.649163,-0.728259,0.772525,0.29186,-2.450961,?,?,2
415,'2024/12/09 20:08:12:425',9,-1.082707,5.896277,2.706119,1.137603,-1.166914,-0.804367,?,?,2
416,'2024/12/09 20:08:12:621',9,4.640381,-2.298319,-0.830016,0.180814,0.832217,-2.933139,?,?,2
417,'2024/12/09 20:08:12:820',9,-2.70235,4.987334,0.4972,0.515178,-1.550341,-0.347594,?,?,2
418,'2024/12/09 20:08:13:034',9,7.119132,1.594823,-3.741864,0.159524,0.928881,-2.982365,?,?,2
419,'2024/12/09 20:08:13:256',9,2.896475,5.452589,-1.242745,1.232931,-0.446853,-1.505255,?,?,2
420,'2024/12/09 20:08:13:453',9,1.09337,6.272754,-1.316296,1.15637,0.487232,-2.504747,?,?,2
421,'2024/12/09 20:08:13:648',9,4.430692,1.066267,-1.674282,0.536668,0.53873,-2.885583,?,?,2
422,'2024/12/09 20:08:13:827',9,-3.818169,4.377041,3.11395,0.582528,-1.682971,-0.257713,?,?,2
423,'2024/12/09 20:08:14:046',9,6.071637,-1.080371,-4.970984,-0.18497,0.615278,-2.988601,?,?,2
424,'2024/12/09 20:08:14:268',9,0.063844,7.118568,-0.180929,0.572669,-1.292705,-0.726225,?,?,2
425,'2024/12/09 20:08:14:426',9,3.174763,5.210047,-0.137046,0.615637,0.835458,-2.794666,?,?,2
426,'2024/12/09 20:08:14:662',9,2.841711,3.999252,-1.039428,0.640594,0.204216,-2.677842,?,?,2
427,'2024/12/09 20:08:14:881',9,-1.545276,6.031995,3.592435,1.206913,-1.232645,-1.009778,?,?,2
428,'2024/12/09 20:08:15:063',9,2.946705,0.518794,-4.9429,-0.283464,0.634558,-2.828867,?,?,2
429,'2024/12/09 20:08:15:281',9,-1.130823,5.525743,0.89005,0.794615,-1.511947,-0.618848,?,?,2
430,'2024/12/09 20:08:15:492',9,4.598285,4.860551,-2.765994,0.325658,0.896146,-2.963314,?,?,2
431,'2024/12/09 20:08:15:695',9,3.494061,3.30079,-0.521325,0.905703,0.334225,-2.532763,?,?,2
432,'2024/12/09 20:08:15:901',9,-1.345794,5.476994,2.897312,1.155803,-1.000055,-1.163482,?,?,2
433,'2024/12/09 20:08:16:108',9,3.729575,-2.630473,-1.938979,0.202404,0.787793,-2.952357,?,?,2
434,'2024/12/09 20:08:16:291',9,-1.302149,5.520869,0.623418,0.484228,-1.420453,-0.668919,?,?,2
435,'2024/12/09 20:08:16:508',9,7.745655,0.165135,-1.739758,0.368241,1.236049,-3.118059,?,?,2
436,'2024/12/09 20:08:16:721',9,3.378758,5.140123,0.426651,1.117106,-0.518443,-1.540035,?,?,2
437,'2024/12/09 20:08:16:932',9,2.263019,4.548335,2.47626,0.931833,0.835401,-2.95059,?,?,2
438,'2024/12/09 20:08:17:035',9,3.996032,-0.096803,-0.17438,0.746711,0.629794,-2.751065,?,?,2
439,'2024/12/09 20:08:17:233',9,-2.753539,5.087041,4.034729,1.021272,-1.362177,-0.943364,?,?,2
440,'2024/12/09 20:08:17:437',9,3.574044,-1.536187,-2.675801,0.274292,0.952656,-2.915642,?,?,2
441,'2024/12/09 20:08:17:621',9,-1.691419,5.237319,0.651635,0.647363,-1.494101,-0.859856,?,?,2
442,'2024/12/09 20:08:17:823',9,7.389727,-0.194229,-3.346486,0.534717,1.079287,-2.998595,?,?,2
443,'2024/12/09 20:08:18:042',9,1.638615,5.196654,1.546633,0.930101,-1.012656,-1.268872,?,?,2
444,'2024/12/09 20:08:18:221',9,3.551215,1.87352,0.101866,0.834623,0.78941,-2.860125,?,?,2
445,'2024/12/09 20:08:18:420',9,2.651965,1.918551,0.45442,1.080361,-0.066012,-2.211911,?,?,2
446,'2024/12/09 20:08:18:667',9,-0.921215,4.510189,3.486423,1.053423,-1.146905,-1.064788,?,?,2
447,'2024/12/09 20:08:18:869',9,2.571584,-1.550372,-1.185822,0.565286,0.725945,-2.8154,?,?,2
448,'2024/12/09 20:08:19:019',9,-2.132357,3.133689,2.258588,0.935494,-1.159036,-1.185259,?,?,2
449,'2024/12/09 20:08:19:221',9,3.400948,-1.874263,-4.084872,0.42831,0.776201,-2.837716,?,?,2
450,'2024/12/09 20:08:19:421',9,-2.724583,4.184201,1.808329,0.75075,-1.366584,-0.81075,?,?,2
451,'2024/12/09 20:08:19:619',9,8.06743,-0.419505,-3.637736,0.313703,1.06774,-2.73394,?,?,2
452,'2024/12/09 20:08:19:885',9,1.725652,6.193362,1.632997,0.775226,-1.163213,-0.970119,?,?,2
453,'2024/12/09 20:08:20:026',9,4.330607,4.010767,1.103808,0.920128,0.84063,-2.693269,?,?,2
454,'2024/12/09 20:08:20:220',9,4.260115,1.431441,0.131605,0.750439,0.501595,-2.485362,?,?,2
455,'2024/12/09 20:08:20:509',9,-1.770974,3.588168,3.573961,1.059329,-1.591122,-0.645033,?,?,2
456,'2024/12/09 20:08:20:621',9,3.233894,-0.571822,-2.889486,-0.006652,1.1556,-2.896955,?,?,2
